ID,Petición (Tiempo),Marca de tiempo Respuesta,Método,URL,Código,Razón,RTT,Tamaño de la Cabecera de Respuesta,Respuesta (Tamaño del cuerpo)
455,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,6,79,142
457,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,5,86,284
460,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,14,109,965
461,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,3,86,284
462,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,3,86,284
465,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,11,109,965
466,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,14,109,965
467,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,10,109,965
468,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,12,109,965
469,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,9,79,141
471,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,10,86,284
472,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,10,86,284
475,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,12,79,142
477,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,3,86,284
478,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,3,86,284
481,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,17,109,965
482,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/clients,200,OK,11,109,965
483,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,3,79,141
485,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,3,86,284
486,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,4,86,284
489,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,6,86,284
490,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,3,79,142
491,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,4,86,284
495,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,3,79,141
497,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,2,79,142
498,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,3,86,284
500,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,3,86,284
503,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,6,86,284
504,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,6,86,284
507,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,3,79,142
508,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,3,79,141
511,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,5,86,284
512,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,4,86,284
513,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,3,86,284
514,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,5,86,284
519,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,2,79,142
521,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,3,86,284
523,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,3,86,284
525,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,5,79,141
527,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,8,86,284
528,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,2,86,284
531,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,3,79,142
533,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,3,86,284
535,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,3,79,141
537,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,4,86,284
538,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,5,86,284
541,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,3,86,284
543,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,2,79,141
544,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,2,79,142
547,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,3,86,284
549,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,4,86,284
550,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,3,86,284
553,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,4,86,284
555,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,2,79,142
556,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/,404,Not Found,3,86,284
558,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,2,79,141
560,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,3,86,284
563,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,3,86,284
564,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,3,86,284
567,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/sitemap.xml,404,Not Found,2,79,142
569,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/robots.txt,404,Not Found,3,79,141
571,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api,404,Not Found,3,86,284
573,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080/api/,404,Not Found,3,86,284
575,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,2,86,284
576,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,4,86,284
577,Thu Aug 01 23:38:05 PET 2024,Thu Aug 01 23:38:05 PET 2024,GET,http://localhost:8080,404,Not Found,2,86,284
